Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Listing_Type,HOA_Fee,Parking_Spaces,Garage,Pool,Lot_Size_acres,Days_on_Market
PROP00045,San Francisco,Condo,239400.0,4.0,0.0,1658.0,2001,1,2023-08-20,AGT0123,For Sale,300.0,3,1,1,0.26,296
PROP00046,New York,Apartment,205722.0,4.0,2.0,907.0,1954,1,2024-11-02,AGT0185,For Rent,0.0,1,0,1,0.31,33
PROP00047,San Francisco,Condo,269242.0,3.0,4.0,1525.0269637152776,1972,0,2024-05-03,AGT0112,For Sale,149.14180089780828,0,0,1,0.12,269
PROP00048,Miami,Apartment,203224.0,3.0,3.0,1533.0,1991,0,2023-06-24,AGT0027,For Sale,300.0,3,1,0,0.5,232
PROP00049,San Francisco,House,356449.0,4.0,2.0,1767.0,1975,1,2024-05-11,AGT0060,For Rent,149.14180089780828,1,1,1,0.08,212
PROP00050,Chicago,Apartment,183824.0,3.0,1.0,1940.0,2020,0,2025-05-21,AGT0098,For Sale,0.0,2,0,0,0.27,227
PROP00051,Chicago,Condo,533301.0,2.0,2.0,2091.0,1951,0,2023-09-03,AGT0107,For Sale,100.0,0,1,0,0.38,139
PROP00052,Chicago,Apartment,429592.0,3.0,3.0,684.0,1993,0,2024-03-27,AGT0112,For Sale,149.14180089780828,1,0,0,0.15,210
PROP00053,Chicago,House,301257.0,3.0,1.9964210526315789,1612.0,2016,0,2024-02-09,AGT0058,For Rent,200.0,3,1,0,0.3,268
PROP00054,Miami,House,386739.0,2.0,0.0,1952.0,2013,0,2024-10-13,AGT0007,For Sale,100.0,3,0,0,0.13,296
PROP00055,Los Angeles,Apartment,136319.0,3.0,0.0,1529.0,2019,0,2023-12-05,AGT0076,For Rent,0.0,2,0,0,0.05,128
PROP00056,New York,Condo,552337.0,2.990842105263158,2.0,1469.0,1967,0,2024-04-11,AGT0176,For Sale,300.0,1,1,1,0.63,138
PROP00057,Chicago,House,240978.0,4.0,6.0,1744.0,1982,0,2024-12-17,AGT0040,For Rent,100.0,2,0,1,0.48,268
PROP00058,San Francisco,House,287950.0,7.0,1.0,2055.0,1995,1,2023-08-16,AGT0010,For Rent,200.0,1,1,0,0.3,189
PROP00059,Chicago,Apartment,114406.0,3.0,0.0,1508.0,2006,0,2023-11-08,AGT0150,For Sale,300.0,3,1,1,0.47,221
PROP00060,San Francisco,House,348628.0,4.0,4.0,1641.0,2015,0,2023-12-21,AGT0161,For Sale,200.0,1,0,0,0.46,137
PROP00061,San Francisco,House,189365.0,3.0,3.0,1154.0,2000,0,2024-03-10,AGT0076,For Sale,200.0,3,1,1,0.23,131
PROP00062,Chicago,Condo,315932.45225239446,4.0,2.0,1098.0,1994,0,2023-12-11,AGT0063,For Sale,300.0,2,1,0,0.51,191
PROP00063,Miami,Condo,245572.0,4.0,5.0,741.0,1951,0,2024-04-14,AGT0092,For Sale,149.14180089780828,1,0,1,0.13,110
PROP00064,San Francisco,Condo,192225.0,2.0,4.0,582.0,1988,0,2025-04-24,AGT0021,For Rent,0.0,1,0,0,0.48,298
PROP00065,San Francisco,Apartment,219563.0,3.0,4.0,1777.0,1952,1,2024-12-09,AGT0104,For Rent,200.0,2,0,1,0.3,69
PROP00066,Chicago,House,322578.0,3.0,1.0,1426.0,1977,0,2025-05-18,AGT0038,For Sale,0.0,0,0,0,0.24,224
PROP00067,San Francisco,Apartment,171850.0,1.0,1.0,1425.0,1977,0,2025-03-11,AGT0049,For Sale,100.0,2,1,0,0.03,277
PROP00068,San Francisco,House,225118.0,1.0,3.0,1858.0,1980,0,2025-02-07,AGT0079,For Sale,300.0,0,1,1,0.39,131
PROP00069,Chicago,House,366327.0,2.0,2.0,2422.0,1993,1,2023-09-04,AGT0032,For Sale,100.0,2,0,0,0.57,257
PROP00070,Chicago,House,560247.0,2.0,4.0,1548.0,1969,0,2024-05-22,AGT0070,For Rent,200.0,3,0,0,0.47,87
PROP00071,New York,Condo,347758.0,4.0,1.0,899.0,1960,0,2024-12-11,AGT0033,For Sale,0.0,2,0,0,0.22,65
PROP00072,Miami,Apartment,315932.45225239446,2.0,3.0,1531.0,1960,0,2023-11-06,AGT0083,For Sale,149.14180089780828,2,0,0,0.07,52
PROP00073,Miami,Apartment,263288.0,2.990842105263158,1.0,1931.0,1988,0,2024-01-30,AGT0158,For Sale,300.0,3,1,0,0.9,44
PROP00074,San Francisco,House,303158.0,3.0,0.0,627.0,1955,1,2024-10-16,AGT0027,For Sale,300.0,0,1,1,0.85,289
PROP00075,Miami,Apartment,265057.0,2.990842105263158,0.0,2093.0,2013,0,2025-05-05,AGT0026,For Sale,200.0,0,0,0,0.05,131
PROP00076,San Francisco,Condo,390305.0,1.0,2.0,1041.0,2012,0,2024-05-07,AGT0056,For Sale,149.14180089780828,2,1,1,0.43,119
PROP00077,New York,Apartment,321747.0,3.0,2.0,2210.0,2009,1,2023-08-03,AGT0087,For Sale,149.14180089780828,2,0,1,0.06,264
PROP00078,Chicago,House,390785.0,2.0,4.0,1430.0,2012,0,2024-10-18,AGT0191,For Rent,0.0,2,0,1,0.03,159
PROP00079,Chicago,Condo,268555.0,2.0,2.0,1028.0,1980,1,2024-02-01,AGT0187,For Sale,149.14180089780828,3,1,0,0.31,252
PROP00080,Chicago,Condo,432550.0,2.0,2.0,1780.0,1987,1,2023-11-11,AGT0156,For Rent,100.0,0,1,0,0.31,150
PROP00081,Miami,House,283351.0,5.0,1.0,1155.0,1967,0,2023-09-23,AGT0004,For Sale,0.0,0,1,1,0.49,130
PROP00082,New York,Apartment,202881.0,2.0,2.0,327.0,1958,1,2025-01-08,AGT0149,For Rent,100.0,3,0,1,0.3,271
PROP00083,Miami,House,517732.0,2.0,4.0,1362.0,1991,0,2024-08-07,AGT0073,For Sale,100.0,3,1,0,0.29,292
PROP00084,Miami,Apartment,117502.0,3.0,2.0,1525.0269637152776,1977,0,2024-02-03,AGT0111,For Sale,0.0,0,0,1,0.36,25
PROP00085,New York,Apartment,226126.0,3.0,1.0,1107.0,2016,1,2024-03-04,AGT0012,For Sale,300.0,1,1,0,0.85,27
PROP00086,New York,Condo,237297.0,4.0,2.0,640.0,1972,0,2025-04-17,AGT0001,For Rent,0.0,0,1,1,0.12,184
PROP00087,New York,House,550830.0,3.0,2.0,965.0,1959,0,2025-05-02,AGT0181,For Sale,0.0,0,1,1,0.38,128
PROP00088,New York,Condo,480685.0,4.0,1.0,1206.0,1954,0,2025-03-18,AGT0184,For Sale,200.0,2,0,0,0.61,187
PROP00089,Chicago,House,449392.0,3.0,3.0,2254.0,1951,0,2025-02-12,AGT0140,For Sale,0.0,1,1,1,0.73,227
PROP00090,Los Angeles,House,266934.0,1.0,2.0,624.0,1974,1,2025-01-03,AGT0070,For Rent,200.0,1,0,1,0.65,19
PROP00091,Los Angeles,Condo,542617.0,3.0,1.0,1340.0,2009,0,2024-08-22,AGT0096,For Sale,0.0,2,1,1,0.34,12
PROP00092,New York,House,336835.0,2.990842105263158,1.0,837.0,2016,1,2024-10-01,AGT0115,For Sale,300.0,1,1,0,0.27,108
PROP00093,Los Angeles,House,397726.0,1.0,2.0,1730.0,2002,0,2024-08-12,AGT0182,For Sale,149.14180089780828,0,0,1,0.14,293
PROP00094,Los Angeles,Apartment,317969.0,2.990842105263158,1.9964210526315789,2031.0,1966,0,2024-03-23,AGT0028,For Rent,149.14180089780828,1,0,0,0.59,15
PROP00095,New York,House,295053.0,2.0,3.0,1707.0,1990,0,2023-08-25,AGT0117,For Sale,0.0,2,1,1,0.19,299
PROP00096,Los Angeles,House,274822.0,0.0,3.0,1584.0,1982,0,2024-03-05,AGT0125,For Rent,300.0,1,0,1,0.24,228
PROP00097,Miami,Condo,279036.0,0.0,0.0,914.0,1954,0,2023-12-10,AGT0084,For Sale,0.0,1,1,0,0.35,113
PROP00098,San Francisco,Condo,315932.45225239446,2.0,2.0,1282.0,2019,0,2023-12-24,AGT0056,For Sale,0.0,1,1,1,0.06,119
PROP00099,San Francisco,House,336719.0,4.0,1.0,1522.0,1955,0,2025-04-05,AGT0086,For Rent,149.14180089780828,3,0,1,0.36,213
PROP00100,New York,Apartment,296852.0,2.0,0.0,2196.0,1962,0,2024-04-15,AGT0042,For Rent,0.0,3,0,1,0.16,21
PROP00101,Chicago,Apartment,450952.0,4.0,2.0,884.0,1952,0,2024-04-07,AGT0061,For Rent,200.0,1,0,1,0.46,19
PROP00102,New York,Condo,3324.0,1.0,3.0,1123.0,1963,1,2023-06-21,AGT0024,For Sale,0.0,1,0,0,0.87,40
PROP00103,Chicago,House,315932.45225239446,3.0,3.0,1626.0,2016,1,2024-10-03,AGT0094,For Sale,300.0,0,1,1,0.51,111
PROP00104,San Francisco,House,371773.0,3.0,1.0,2137.0,1985,0,2024-07-07,AGT0090,For Sale,0.0,2,0,0,0.3,297
PROP00105,New York,Apartment,414696.0,0.0,0.0,1163.0,1995,0,2023-11-26,AGT0072,For Rent,300.0,2,0,1,0.36,49
PROP00106,Miami,Apartment,293512.0,1.0,0.0,2610.0,1950,0,2023-07-31,AGT0026,For Rent,300.0,1,1,0,0.18,30
PROP00107,Los Angeles,Apartment,320792.0,4.0,2.0,1179.0,1969,0,2023-06-26,AGT0175,For Sale,200.0,2,0,1,0.36,120
PROP00108,Chicago,Condo,398594.0,3.0,0.0,936.0,1968,0,2024-09-29,AGT0150,For Sale,200.0,1,1,0,0.44,281
PROP00109,Los Angeles,House,315932.45225239446,1.0,2.0,1318.0,2018,0,2024-11-21,AGT0176,For Rent,0.0,3,0,1,0.2,166
PROP00110,Los Angeles,Condo,269946.0,1.0,0.0,1075.0,1989,1,2024-09-01,AGT0168,For Rent,149.14180089780828,3,1,1,0.41,144
PROP00111,New York,House,326697.0,4.0,3.0,1574.0,2009,0,2024-10-12,AGT0140,For Rent,100.0,0,1,1,0.48,296
PROP00112,Los Angeles,Condo,467857.0,3.0,4.0,1912.0,1977,0,2025-01-27,AGT0064,For Sale,300.0,0,1,1,0.23,272
PROP00113,Miami,House,87597.0,6.0,1.0,1877.0,1975,0,2024-07-04,AGT0137,For Sale,149.14180089780828,3,1,0,0.44,223
PROP00114,Los Angeles,Apartment,230998.0,5.0,1.0,1889.0,1976,0,2024-09-23,AGT0165,For Sale,149.14180089780828,0,0,1,0.0,132
PROP00115,New York,Apartment,446583.0,3.0,2.0,1318.0,1960,0,2025-06-09,AGT0146,For Sale,300.0,0,0,0,0.47,147
PROP00116,Miami,Apartment,315932.45225239446,3.0,3.0,1545.0,1977,0,2023-11-25,AGT0040,For Sale,149.14180089780828,3,0,1,0.8,108
PROP00117,San Francisco,Condo,352244.0,2.0,1.0,727.0,2019,0,2024-11-04,AGT0035,For Sale,100.0,0,1,0,0.5,72
PROP00118,Los Angeles,Apartment,255140.0,2.0,2.0,981.0,1994,0,2025-05-21,AGT0148,For Rent,200.0,0,1,0,0.53,48
PROP00119,New York,House,211818.0,1.0,2.0,1990.0,1992,0,2023-06-26,AGT0189,For Rent,149.14180089780828,2,1,0,0.67,80
PROP00120,San Francisco,Condo,240878.0,0.0,3.0,1397.0,1964,0,2023-10-16,AGT0140,For Rent,300.0,2,1,1,0.28,162
PROP00121,San Francisco,House,454800.0,6.0,1.0,1473.0,1950,0,2024-12-12,AGT0189,For Rent,0.0,1,0,0,0.47,271
PROP00122,Chicago,Condo,237155.0,1.0,2.0,1683.0,1957,1,2023-12-01,AGT0059,For Rent,100.0,3,1,0,0.33,183
PROP00123,Miami,House,310142.0,4.0,2.0,430.0,1973,0,2023-11-09,AGT0120,For Rent,100.0,3,1,1,0.35,236
PROP00124,Los Angeles,House,224629.0,4.0,3.0,1525.0269637152776,1988,1,2024-03-14,AGT0172,For Sale,149.14180089780828,0,0,1,0.68,124
PROP00125,New York,Condo,384277.0,1.0,4.0,1272.0,2010,0,2023-10-08,AGT0165,For Rent,149.14180089780828,2,1,1,0.47,250
PROP00126,Chicago,Condo,246127.0,5.0,1.0,1525.0269637152776,1999,1,2024-10-05,AGT0039,For Rent,100.0,0,0,1,0.3,176
PROP00127,Miami,Apartment,290240.0,2.0,1.0,1445.0,1984,1,2025-05-15,AGT0183,For Sale,149.14180089780828,3,1,0,0.15,200
PROP00128,Chicago,Apartment,131661.0,4.0,2.0,1014.0,1997,0,2024-12-12,AGT0158,For Rent,149.14180089780828,1,1,0,0.18,76
PROP00129,Miami,House,138663.0,1.0,1.9964210526315789,1371.0,1993,0,2024-06-23,AGT0067,For Rent,100.0,3,0,1,0.41,62
PROP00130,Miami,House,300767.0,3.0,1.0,886.0,2019,0,2024-03-30,AGT0114,For Sale,149.14180089780828,3,0,1,0.37,158
PROP00131,Los Angeles,House,167484.0,8.0,1.0,2155.0,1959,0,2023-09-01,AGT0072,For Rent,149.14180089780828,2,1,1,0.31,104
PROP00132,Miami,Condo,510508.0,4.0,1.0,1685.0,1992,0,2023-10-03,AGT0053,For Rent,200.0,0,0,0,0.48,148
PROP00133,Chicago,Condo,93847.0,0.0,2.0,2045.0,1950,0,2023-10-05,AGT0170,For Sale,149.14180089780828,3,0,1,0.73,177
PROP00134,Miami,Apartment,219982.0,4.0,4.0,1939.0,1963,0,2023-09-04,AGT0028,For Sale,149.14180089780828,0,1,0,0.07,200
PROP00135,Los Angeles,House,301670.0,6.0,5.0,1115.0,1960,0,2024-09-14,AGT0055,For Sale,149.14180089780828,1,0,0,0.7,84
PROP00136,Los Angeles,Apartment,263486.0,2.0,2.0,1583.0,1975,0,2024-06-22,AGT0193,For Sale,100.0,2,0,0,0.11,137
PROP00137,Chicago,Condo,189585.0,4.0,4.0,1681.0,1988,0,2024-12-01,AGT0081,For Sale,300.0,3,1,0,0.3,215
PROP00138,San Francisco,Condo,315932.45225239446,1.0,0.0,1848.0,2017,0,2023-12-23,AGT0015,For Rent,0.0,1,0,0,0.47,227
PROP00139,San Francisco,Condo,200934.0,1.0,2.0,1848.0,2010,0,2024-01-06,AGT0012,For Sale,149.14180089780828,1,1,0,0.38,214
PROP00140,Miami,Apartment,271327.0,2.0,4.0,1271.0,2008,0,2023-08-01,AGT0061,For Sale,200.0,1,0,0,0.18,214
PROP00141,New York,Condo,495192.0,2.0,2.0,1809.0,2008,0,2024-12-30,AGT0147,For Rent,0.0,2,0,1,0.59,208
PROP00142,Miami,House,307793.0,4.0,2.0,1674.0,2021,1,2024-04-17,AGT0089,For Sale,200.0,3,0,0,0.3,36
PROP00143,Chicago,Apartment,315932.45225239446,3.0,0.0,1056.0,1977,0,2024-07-10,AGT0173,For Sale,200.0,3,1,1,0.48,70
PROP00144,Chicago,Condo,315932.45225239446,1.0,2.0,1194.0,1967,0,2023-10-21,AGT0166,For Sale,100.0,0,1,0,0.05,2
PROP00145,Chicago,Apartment,411386.0,5.0,2.0,1806.0,1956,0,2024-02-09,AGT0195,For Rent,0.0,0,1,0,0.54,8
PROP00146,Chicago,Apartment,20003.0,6.0,2.0,1457.0,1965,0,2024-06-27,AGT0122,For Rent,200.0,3,1,0,0.07,118
PROP00147,Chicago,Condo,269554.0,2.990842105263158,4.0,1454.0,2007,0,2024-05-22,AGT0195,For Sale,300.0,1,1,0,0.15,291
PROP00148,Los Angeles,Condo,430713.0,3.0,5.0,1155.0,1952,0,2024-10-17,AGT0045,For Rent,149.14180089780828,1,1,1,0.09,214
PROP00149,San Francisco,Apartment,242826.0,3.0,3.0,2026.0,2005,0,2024-05-06,AGT0107,For Sale,200.0,3,0,0,0.34,34
PROP00150,Chicago,Apartment,476247.0,5.0,2.0,2164.0,1953,0,2024-12-28,AGT0012,For Sale,0.0,2,0,1,0.27,285
PROP00151,New York,Condo,448389.0,2.0,1.0,1196.0,2006,0,2024-09-16,AGT0072,For Rent,149.14180089780828,3,1,0,0.11,225
PROP00152,New York,House,253086.0,3.0,2.0,1907.0,1998,0,2024-06-27,AGT0178,For Sale,149.14180089780828,2,0,1,0.0,64
PROP00153,New York,Apartment,249683.0,4.0,2.0,1819.0,1955,1,2025-04-17,AGT0086,For Sale,149.14180089780828,2,1,1,0.33,270
PROP00154,New York,Apartment,198639.0,3.0,1.0,1240.0,2003,0,2023-11-06,AGT0014,For Rent,100.0,2,1,0,0.3,76
PROP00155,Los Angeles,House,237040.0,3.0,3.0,1230.0,2013,0,2023-10-23,AGT0023,For Rent,149.14180089780828,0,0,1,0.49,218
PROP00156,New York,Condo,176741.0,3.0,1.0,1849.0,2004,1,2024-12-20,AGT0162,For Sale,0.0,3,1,1,0.34,159
PROP00157,Chicago,Condo,342881.0,0.0,2.0,639.0,1951,0,2024-05-02,AGT0171,For Sale,149.14180089780828,1,1,0,0.25,69
PROP00158,Miami,House,154395.0,0.0,1.0,1525.0269637152776,1966,0,2024-01-13,AGT0121,For Sale,200.0,1,1,0,0.68,90
PROP00159,New York,Condo,360373.0,3.0,1.9964210526315789,2128.0,1962,1,2024-09-06,AGT0082,For Rent,200.0,1,0,0,0.11,254
PROP00160,Los Angeles,Condo,362807.0,6.0,2.0,1525.0269637152776,1963,1,2025-01-01,AGT0124,For Rent,300.0,2,1,0,0.35,3
PROP00161,Los Angeles,Apartment,133879.0,6.0,2.0,1716.0,2006,0,2023-12-18,AGT0163,For Rent,149.14180089780828,3,1,0,0.44,144
PROP00162,New York,Apartment,454981.0,2.0,2.0,2730.0,1957,0,2025-03-26,AGT0181,For Sale,200.0,2,1,0,0.36,63
PROP00163,Miami,Apartment,315932.45225239446,5.0,4.0,1612.0,1982,0,2024-02-07,AGT0142,For Rent,200.0,2,1,1,0.3,153
PROP00164,New York,House,374969.0,2.990842105263158,1.0,1718.0,1976,0,2024-08-18,AGT0104,For Sale,300.0,3,0,0,0.14,217
PROP00165,Los Angeles,Condo,224133.0,3.0,1.0,1395.0,1951,0,2025-06-02,AGT0067,For Rent,149.14180089780828,0,1,0,0.3,56
PROP00166,San Francisco,Condo,362237.0,0.0,2.0,1280.0,2006,0,2024-02-13,AGT0194,For Sale,100.0,0,1,0,0.34,31
PROP00167,Chicago,Apartment,412639.0,2.0,1.0,916.0,1997,0,2023-12-24,AGT0055,For Rent,149.14180089780828,1,0,1,0.35,246
PROP00168,Los Angeles,Apartment,290139.0,4.0,2.0,1795.0,1972,0,2023-09-03,AGT0042,For Rent,300.0,3,1,0,0.24,65
PROP00169,New York,House,3016324.057,3.0,2.0,7467.705263,1981,0,2023-09-08,AGT0086,For Sale,300.0,1,0,0,0.22,173
PROP00170,Chicago,Condo,304406.0,6.0,2.0,1026.0,1973,0,2025-05-06,AGT0089,For Rent,149.14180089780828,1,0,0,0.26,62
PROP00171,New York,House,414078.0,2.990842105263158,3.0,1987.0,1974,1,2025-01-06,AGT0154,For Sale,0.0,2,1,1,0.18,3
PROP00172,New York,Condo,329300.0,4.0,1.0,1245.0,2011,0,2025-04-21,AGT0200,For Rent,300.0,0,1,0,0.08,274
PROP00173,San Francisco,House,358552.0,5.0,3.0,1525.0269637152776,2014,1,2024-10-10,AGT0155,For Rent,100.0,2,0,1,0.49,159
PROP00174,Chicago,Apartment,132866.0,5.0,3.0,1786.0,1971,1,2025-03-23,AGT0120,For Sale,200.0,1,1,0,0.15,263
PROP00175,Chicago,House,337105.0,0.0,3.0,1624.0,1975,0,2024-05-28,AGT0089,For Rent,100.0,0,1,1,0.41,166
PROP00176,San Francisco,House,226502.0,4.0,3.0,1415.0,1962,0,2023-09-08,AGT0127,For Sale,149.14180089780828,1,1,1,0.08,217
PROP00177,Los Angeles,Apartment,215360.0,2.0,1.0,838.0,1964,0,2025-06-02,AGT0038,For Sale,149.14180089780828,0,0,1,0.13,132
PROP00178,New York,Condo,315932.45225239446,3.0,1.0,1625.0,2018,0,2024-12-26,AGT0093,For Sale,300.0,1,0,1,0.49,80
PROP00179,Miami,Condo,278622.0,2.990842105263158,0.0,2002.0,1973,0,2023-07-25,AGT0105,For Rent,100.0,0,1,1,0.28,123
PROP00180,New York,Apartment,199669.0,2.0,0.0,936.0,1994,1,2024-02-05,AGT0019,For Rent,149.14180089780828,1,0,1,0.14,75
PROP00181,New York,House,264086.0,3.0,1.0,841.0,1983,1,2023-11-23,AGT0123,For Sale,100.0,2,0,1,0.33,244
PROP00182,Los Angeles,House,169954.0,2.0,2.0,2245.0,1989,0,2023-07-01,AGT0058,For Sale,200.0,2,1,0,0.55,244
PROP00183,New York,House,443388.0,6.0,0.0,1525.0269637152776,1950,0,2025-03-14,AGT0006,For Sale,200.0,0,1,1,0.53,239
PROP00184,San Francisco,Condo,230431.0,1.0,2.0,1228.0,1990,1,2025-05-21,AGT0044,For Rent,300.0,1,0,0,0.38,51
PROP00185,San Francisco,House,352929.0,2.990842105263158,2.0,1354.0,1975,0,2023-10-14,AGT0001,For Rent,100.0,0,1,0,0.49,298
PROP00186,Chicago,Condo,435610.0,3.0,3.0,1917.0,1982,0,2023-06-22,AGT0108,For Sale,0.0,3,1,0,0.38,229
PROP00187,Miami,House,249984.0,4.0,2.0,793.0,1989,0,2024-02-03,AGT0158,For Sale,200.0,2,1,1,0.12,1
