Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Listing_Type,HOA_Fee,Parking_Spaces,Garage,Pool,Lot_Size_acres,Days_on_Market
PROP00061,San Francisco,House,189365,3,3,1154,2000,0,3/10/2024,AGT0076,For Sale,200,3,1,1,0.23,131
PROP00062,Chicago,Condo,,4,2,1098,1994,0,12/11/2023,AGT0063,For Sale,300,2,1,0,0.51,191
PROP00063,Miami,Condo,245572,4,5,741,1951,0,4/14/2024,AGT0092,For Sale,,1,0,1,0.13,110
PROP00064,San Francisco,Condo,192225,2,4,582,1988,0,4/24/2025,AGT0021,For Rent,0,1,0,0,0.48,298
PROP00065,San Francisco,Apartment,219563,3,4,1777,1952,1,12/9/2024,AGT0104,For Rent,200,2,0,1,-0.01,69
PROP00066,Chicago,House,322578,3,1,1426,1977,0,5/18/2025,AGT0038,For Sale,0,0,0,0,0.24,224
PROP00067,San Francisco,Apartment,171850,1,1,1425,1977,0,3/11/2025,AGT0049,For Sale,100,2,1,0,0.03,277
PROP00068,San Francisco,House,225118,1,3,1858,1980,0,2/7/2025,AGT0079,For Sale,300,0,1,1,0.39,131
PROP00069,Chicago,House,366327,2,2,2422,1993,1,9/4/2023,AGT0032,For Sale,100,2,0,0,0.57,257
PROP00070,Chicago,House,560247,2,4,1548,1969,0,5/22/2024,AGT0070,For Rent,200,3,0,0,0.47,87
PROP00071,New York,Condo,347758,4,1,899,1960,0,12/11/2024,AGT0033,For Sale,0,2,0,0,0.22,65
PROP00072,Miami,Apartment,,2,3,1531,1960,0,11/6/2023,AGT0083,For Sale,,2,0,0,0.07,52
PROP00073,Miami,Apartment,263288,,1,1931,1988,0,1/30/2024,AGT0158,For Sale,300,3,1,0,0.9,44
PROP00074,San Francisco,House,303158,3,0,627,1955,1,10/16/2024,AGT0027,For Sale,300,0,1,1,0.85,289
PROP00075,Miami,Apartment,265057,,0,2093,2013,0,5/5/2025,AGT0026,For Sale,200,0,0,0,0.05,131
PROP00076,San Francisco,Condo,390305,1,2,1041,2012,0,5/7/2024,AGT0056,For Sale,,2,1,1,0.43,119
PROP00077,New York,Apartment,321747,3,2,2210,2009,1,8/3/2023,AGT0087,For Sale,,2,0,1,0.06,264
PROP00078,Chicago,House,390785,2,4,1430,2012,0,10/18/2024,AGT0191,For Rent,0,2,0,1,0.03,159
PROP00079,Chicago,Condo,268555,2,2,1028,1980,1,2/1/2024,AGT0187,For Sale,,3,1,0,0.31,252
PROP00080,Chicago,Condo,432550,2,2,1780,1987,1,11/11/2023,AGT0156,For Rent,100,0,1,0,0.31,150
PROP00081,Miami,House,283351,5,1,1155,1967,0,9/23/2023,AGT0004,For Sale,0,0,1,1,0.49,130
PROP00082,New York,Apartment,202881,2,2,327,1958,1,1/8/2025,AGT0149,For Rent,100,3,0,1,-0.13,271
PROP00083,Miami,House,517732,2,4,1362,1991,0,8/7/2024,AGT0073,For Sale,100,3,1,0,0.29,292
PROP00084,Miami,Apartment,117502,3,2,,1977,0,2/3/2024,AGT0111,For Sale,0,0,0,1,0.36,25
PROP00085,New York,Apartment,226126,3,1,1107,2016,1,3/4/2024,AGT0012,For Sale,300,1,1,0,0.85,27
PROP00086,New York,Condo,237297,4,2,640,1972,0,4/17/2025,AGT0001,For Rent,0,0,1,1,0.12,184
PROP00087,New York,House,550830,3,2,965,1959,0,5/2/2025,AGT0181,For Sale,0,0,1,1,0.38,128
PROP00088,New York,Condo,480685,4,1,1206,1954,0,3/18/2025,AGT0184,For Sale,200,2,0,0,0.61,187
PROP00089,Chicago,House,449392,3,3,2254,1951,0,2/12/2025,AGT0140,For Sale,0,1,1,1,0.73,227
PROP00090,Los Angeles,House,266934,1,2,624,1974,1,1/3/2025,AGT0070,For Rent,200,1,0,1,0.65,19
PROP00091,Los Angeles,Condo,542617,3,1,1340,2009,0,8/22/2024,AGT0096,For Sale,0,2,1,1,0.34,12
PROP00092,New York,House,336835,,1,837,2016,1,10/1/2024,AGT0115,For Sale,300,1,1,0,0.27,108
PROP00093,Los Angeles,House,397726,1,2,1730,2002,0,8/12/2024,AGT0182,For Sale,,0,0,1,0.14,293
PROP00094,Los Angeles,Apartment,317969,,,2031,1966,0,3/23/2024,AGT0028,For Rent,,1,0,0,0.59,15
PROP00095,New York,House,295053,2,3,1707,1990,0,8/25/2023,AGT0117,For Sale,0,2,1,1,0.19,299
PROP00096,Los Angeles,House,274822,0,3,1584,1982,0,3/5/2024,AGT0125,For Rent,300,1,0,1,0.24,228
PROP00097,Miami,Condo,279036,0,0,914,1954,0,12/10/2023,AGT0084,For Sale,0,1,1,0,0.35,113
PROP00098,San Francisco,Condo,,2,2,1282,2019,0,12/24/2023,AGT0056,For Sale,0,1,1,1,0.06,119
PROP00099,San Francisco,House,336719,4,1,1522,1955,0,4/5/2025,AGT0086,For Rent,,3,0,1,0.36,213
PROP00100,New York,Apartment,296852,2,0,2196,1962,0,4/15/2024,AGT0042,For Rent,0,3,0,1,0.16,21
PROP00101,Chicago,Apartment,450952,4,2,884,1952,0,4/7/2024,AGT0061,For Rent,200,1,0,1,0.46,19
PROP00102,New York,Condo,3324,1,3,1123,1963,1,6/21/2023,AGT0024,For Sale,0,1,0,0,0.87,40
PROP00103,Chicago,House,,3,3,1626,2016,1,10/3/2024,AGT0094,For Sale,300,0,1,1,0.51,111
PROP00104,San Francisco,House,371773,3,1,2137,1985,0,7/7/2024,AGT0090,For Sale,0,2,0,0,-0.01,297
PROP00105,New York,Apartment,414696,0,0,1163,1995,0,11/26/2023,AGT0072,For Rent,300,2,0,1,0.36,49
PROP00106,Miami,Apartment,293512,1,0,2610,1950,0,7/31/2023,AGT0026,For Rent,300,1,1,0,0.18,30
PROP00107,Los Angeles,Apartment,320792,4,2,1179,1969,0,6/26/2023,AGT0175,For Sale,200,2,0,1,0.36,120
PROP00108,Chicago,Condo,398594,3,0,936,1968,0,9/29/2024,AGT0150,For Sale,200,1,1,0,0.44,281
PROP00109,Los Angeles,House,,1,2,1318,2018,0,11/21/2024,AGT0176,For Rent,0,3,0,1,0.2,166
PROP00110,Los Angeles,Condo,269946,1,0,1075,1989,1,9/1/2024,AGT0168,For Rent,,3,1,1,0.41,144
PROP00111,New York,House,326697,4,3,1574,2009,0,10/12/2024,AGT0140,For Rent,100,0,1,1,0.48,296
PROP00112,Los Angeles,Condo,467857,3,4,1912,1977,0,1/27/2025,AGT0064,For Sale,300,0,1,1,0.23,272
PROP00113,Miami,House,87597,6,1,1877,1975,0,7/4/2024,AGT0137,For Sale,,3,1,0,0.44,223
PROP00114,Los Angeles,Apartment,230998,5,1,1889,1976,0,9/23/2024,AGT0165,For Sale,,0,0,1,0,132
PROP00115,New York,Apartment,446583,3,2,1318,1960,0,6/9/2025,AGT0146,For Sale,300,0,0,0,0.47,147
PROP00116,Miami,Apartment,,3,3,1545,1977,0,11/25/2023,AGT0040,For Sale,,3,0,1,0.8,108
PROP00117,San Francisco,Condo,352244,2,1,727,2019,0,11/4/2024,AGT0035,For Sale,100,0,1,0,0.5,72
PROP00118,Los Angeles,Apartment,255140,2,2,981,1994,0,5/21/2025,AGT0148,For Rent,200,0,1,0,0.53,48
PROP00119,New York,House,211818,1,2,1990,1992,0,6/26/2023,AGT0189,For Rent,,2,1,0,0.67,80
PROP00120,San Francisco,Condo,240878,0,3,1397,1964,0,10/16/2023,AGT0140,For Rent,300,2,1,1,0.28,162
PROP00121,San Francisco,House,454800,6,1,1473,1950,0,12/12/2024,AGT0189,For Rent,0,1,0,0,0.47,271
PROP00122,Chicago,Condo,237155,1,2,1683,1957,1,12/1/2023,AGT0059,For Rent,100,3,1,0,0.33,183
PROP00123,Miami,House,310142,4,2,430,1973,0,11/9/2023,AGT0120,For Rent,100,3,1,1,0.35,236
PROP00124,Los Angeles,House,224629,4,3,,1988,1,3/14/2024,AGT0172,For Sale,,0,0,1,0.68,124
PROP00125,New York,Condo,384277,1,4,1272,2010,0,10/8/2023,AGT0165,For Rent,,2,1,1,0.47,250
PROP00126,Chicago,Condo,246127,5,1,,1999,1,10/5/2024,AGT0039,For Rent,100,0,0,1,-0.05,176
PROP00127,Miami,Apartment,290240,2,1,1445,1984,1,5/15/2025,AGT0183,For Sale,,3,1,0,0.15,200
PROP00128,Chicago,Apartment,131661,4,2,1014,1997,0,12/12/2024,AGT0158,For Rent,,1,1,0,0.18,76
PROP00129,Miami,House,138663,1,,1371,1993,0,6/23/2024,AGT0067,For Rent,100,3,0,1,0.41,62
PROP00130,Miami,House,300767,3,1,886,2019,0,3/30/2024,AGT0114,For Sale,,3,0,1,0.37,158
PROP00131,Los Angeles,House,167484,8,1,2155,1959,0,9/1/2023,AGT0072,For Rent,,2,1,1,0.31,104
PROP00132,Miami,Condo,510508,4,1,1685,1992,0,10/3/2023,AGT0053,For Rent,200,0,0,0,0.48,148
PROP00133,Chicago,Condo,93847,0,2,2045,1950,0,10/5/2023,AGT0170,For Sale,,3,0,1,0.73,177
PROP00134,Miami,Apartment,219982,4,4,1939,1963,0,9/4/2023,AGT0028,For Sale,,0,1,0,0.07,200
PROP00135,Los Angeles,House,301670,6,5,1115,1960,0,9/14/2024,AGT0055,For Sale,,1,0,0,0.7,84
PROP00136,Los Angeles,Apartment,263486,2,2,1583,1975,0,6/22/2024,AGT0193,For Sale,100,2,0,0,0.11,137
PROP00137,Chicago,Condo,189585,4,4,1681,1988,0,12/1/2024,AGT0081,For Sale,300,3,1,0,-0.25,215
PROP00138,San Francisco,Condo,,1,0,1848,2017,0,12/23/2023,AGT0015,For Rent,0,1,0,0,0.47,227
PROP00139,San Francisco,Condo,200934,1,2,1848,2010,0,1/6/2024,AGT0012,For Sale,,1,1,0,0.38,214
PROP00140,Miami,Apartment,271327,2,4,1271,2008,0,8/1/2023,AGT0061,For Sale,200,1,0,0,0.18,214
PROP00141,New York,Condo,495192,2,2,1809,2008,0,12/30/2024,AGT0147,For Rent,0,2,0,1,0.59,208
PROP00142,Miami,House,307793,4,2,1674,2021,1,4/17/2024,AGT0089,For Sale,200,3,0,0,-0.24,36
PROP00143,Chicago,Apartment,,3,0,1056,1977,0,7/10/2024,AGT0173,For Sale,200,3,1,1,0.48,70
PROP00144,Chicago,Condo,,1,2,1194,1967,0,10/21/2023,AGT0166,For Sale,100,0,1,0,0.05,2
PROP00145,Chicago,Apartment,411386,5,2,1806,1956,0,2/9/2024,AGT0195,For Rent,0,0,1,0,0.54,8
PROP00146,Chicago,Apartment,20003,6,2,1457,1965,0,6/27/2024,AGT0122,For Rent,200,3,1,0,0.07,118
PROP00147,Chicago,Condo,269554,,4,1454,2007,0,5/22/2024,AGT0195,For Sale,300,1,1,0,0.15,291
PROP00148,Los Angeles,Condo,430713,3,5,1155,1952,0,10/17/2024,AGT0045,For Rent,,1,1,1,0.09,214
PROP00149,San Francisco,Apartment,242826,3,3,2026,2005,0,5/6/2024,AGT0107,For Sale,200,3,0,0,0.34,34
PROP00150,Chicago,Apartment,476247,5,2,2164,1953,0,12/28/2024,AGT0012,For Sale,0,2,0,1,0.27,285
PROP00151,New York,Condo,448389,2,1,1196,2006,0,9/16/2024,AGT0072,For Rent,,3,1,0,0.11,225
PROP00152,New York,House,253086,3,2,1907,1998,0,6/27/2024,AGT0178,For Sale,,2,0,1,0,64
PROP00153,New York,Apartment,249683,4,2,1819,1955,1,4/17/2025,AGT0086,For Sale,,2,1,1,0.33,270
PROP00154,New York,Apartment,198639,3,1,1240,2003,0,11/6/2023,AGT0014,For Rent,100,2,1,0,-0.04,76
PROP00155,Los Angeles,House,237040,3,3,1230,2013,0,10/23/2023,AGT0023,For Rent,,0,0,1,0.49,218
PROP00156,New York,Condo,176741,3,1,1849,2004,1,12/20/2024,AGT0162,For Sale,0,3,1,1,0.34,159
PROP00157,Chicago,Condo,342881,0,2,639,1951,0,5/2/2024,AGT0171,For Sale,,1,1,0,0.25,69
PROP00158,Miami,House,154395,0,1,,1966,0,1/13/2024,AGT0121,For Sale,200,1,1,0,0.68,90
PROP00159,New York,Condo,360373,3,,2128,1962,1,9/6/2024,AGT0082,For Rent,200,1,0,0,0.11,254
PROP00160,Los Angeles,Condo,362807,6,2,,1963,1,1/1/2025,AGT0124,For Rent,300,2,1,0,0.35,3
PROP00161,Los Angeles,Apartment,133879,6,2,1716,2006,0,12/18/2023,AGT0163,For Rent,,3,1,0,0.44,144
PROP00162,New York,Apartment,454981,2,2,2730,1957,0,3/26/2025,AGT0181,For Sale,200,2,1,0,0.36,63
PROP00163,Miami,Apartment,,5,4,1612,1982,0,2/7/2024,AGT0142,For Rent,200,2,1,1,-0.04,153
PROP00164,New York,House,374969,,1,1718,1976,0,8/18/2024,AGT0104,For Sale,300,3,0,0,0.14,217
PROP00165,Los Angeles,Condo,224133,3,1,1395,1951,0,6/2/2025,AGT0067,For Rent,,0,1,0,-0.06,56
PROP00166,San Francisco,Condo,362237,0,2,1280,2006,0,2/13/2024,AGT0194,For Sale,100,0,1,0,0.34,31
PROP00167,Chicago,Apartment,412639,2,1,916,1997,0,12/24/2023,AGT0055,For Rent,,1,0,1,0.35,246
PROP00168,Los Angeles,Apartment,290139,4,2,1795,1972,0,9/3/2023,AGT0042,For Rent,300,3,1,0,0.24,65
PROP00169,New York,House,3016324.057,3,2,7467.705263,1981,0,9/8/2023,AGT0086,For Sale,300,1,0,0,0.22,173
PROP00170,Chicago,Condo,304406,6,2,1026,1973,0,5/6/2025,AGT0089,For Rent,,1,0,0,0.26,62
PROP00171,New York,House,414078,,3,1987,1974,1,1/6/2025,AGT0154,For Sale,0,2,1,1,0.18,3
PROP00172,New York,Condo,329300,4,1,1245,2011,0,4/21/2025,AGT0200,For Rent,300,0,1,0,0.08,274
PROP00173,San Francisco,House,358552,5,3,,2014,1,10/10/2024,AGT0155,For Rent,100,2,0,1,0.49,159
PROP00174,Chicago,Apartment,132866,5,3,1786,1971,1,3/23/2025,AGT0120,For Sale,200,1,1,0,0.15,263
PROP00175,Chicago,House,337105,0,3,1624,1975,0,5/28/2024,AGT0089,For Rent,100,0,1,1,0.41,166
PROP00176,San Francisco,House,226502,4,3,1415,1962,0,9/8/2023,AGT0127,For Sale,,1,1,1,0.08,217
PROP00177,Los Angeles,Apartment,215360,2,1,838,1964,0,6/2/2025,AGT0038,For Sale,,0,0,1,0.13,132
PROP00178,New York,Condo,,3,1,1625,2018,0,12/26/2024,AGT0093,For Sale,300,1,0,1,0.49,80
PROP00179,Miami,Condo,278622,,0,2002,1973,0,7/25/2023,AGT0105,For Rent,100,0,1,1,0.28,123
PROP00180,New York,Apartment,199669,2,0,936,1994,1,2/5/2024,AGT0019,For Rent,,1,0,1,0.14,75
PROP00181,New York,House,264086,3,1,841,1983,1,11/23/2023,AGT0123,For Sale,100,2,0,1,0.33,244
PROP00182,Los Angeles,House,169954,2,2,2245,1989,0,7/1/2023,AGT0058,For Sale,200,2,1,0,0.55,244
PROP00183,New York,House,443388,6,0,,1950,0,3/14/2025,AGT0006,For Sale,200,0,1,1,0.53,239
PROP00184,San Francisco,Condo,230431,1,2,1228,1990,1,5/21/2025,AGT0044,For Rent,300,1,0,0,0.38,51
PROP00185,San Francisco,House,352929,,2,1354,1975,0,10/14/2023,AGT0001,For Rent,100,0,1,0,0.49,298
PROP00186,Chicago,Condo,435610,3,3,1917,1982,0,6/22/2023,AGT0108,For Sale,0,3,1,0,0.38,229
PROP00187,Miami,House,249984,4,2,793,1989,0,2/3/2024,AGT0158,For Sale,200,2,1,1,0.12,1
PROP00188,New York,Apartment,353202,1,2,1363,1956,0,3/9/2025,AGT0179,For Sale,0,0,0,1,0.08,19
PROP00189,New York,Apartment,196991,2,1,926,2007,0,10/28/2023,AGT0063,For Sale,0,2,0,1,0.69,86
PROP00190,Los Angeles,Condo,544576,2,2,2534,1991,1,12/30/2023,AGT0101,For Sale,300,0,1,0,-0.03,289
PROP00191,San Francisco,Condo,393638,2,0,1199,2012,0,10/27/2023,AGT0029,For Rent,100,1,1,0,0.39,238
PROP00192,Miami,Apartment,280739,3,1,1013,1999,0,1/10/2024,AGT0080,For Rent,0,2,0,1,0.09,159
PROP00193,Chicago,Apartment,222716,3,2,1143,2005,0,8/28/2023,AGT0016,For Sale,200,3,0,0,0.27,272
PROP00194,San Francisco,House,288600,0,2,1408,1974,0,8/24/2023,AGT0085,For Rent,300,1,0,0,-0.05,62
PROP00195,Chicago,Apartment,266001,5,0,1577,2018,0,9/18/2023,AGT0126,For Rent,200,0,0,0,0.72,46
PROP00196,Los Angeles,Condo,495294,4,4,1856,2002,0,5/29/2025,AGT0174,For Rent,200,1,1,1,0.46,110
PROP00197,Los Angeles,Apartment,177446,4,7,1102,2005,0,9/20/2023,AGT0152,For Sale,,3,1,1,0.52,11
PROP00198,New York,Condo,313480,0,3,1120,1980,0,6/2/2025,AGT0110,For Rent,100,1,1,1,0.47,231
PROP00199,Miami,Condo,298166,3,,466,1967,0,11/5/2023,AGT0043,For Sale,0,1,0,0,0.21,188
PROP00200,Chicago,House,288258,4,1,960,1952,0,6/6/2024,AGT0079,For Rent,200,3,1,0,0.44,259
PROP00201,San Francisco,House,289138,2,5,1192,1973,0,2/22/2025,AGT0036,For Sale,200,1,0,0,0.07,108
PROP00202,Los Angeles,House,288392,1,0,2271,1990,1,3/15/2025,AGT0015,For Rent,300,3,1,0,0.14,251
PROP00203,New York,House,387306,2,3,1537,1979,0,7/29/2024,AGT0046,For Rent,100,1,1,1,-0.04,131
PROP00204,New York,Apartment,360898,4,,1326,2003,0,4/7/2024,AGT0038,For Sale,,2,1,0,0.27,219
PROP00205,Chicago,House,341891,3,2,2268,1975,0,5/31/2025,AGT0149,For Sale,100,2,1,1,0.05,99
PROP00206,Los Angeles,Apartment,-3398,2,0,1367,1975,0,1/16/2024,AGT0129,For Rent,100,0,0,1,0.56,251
PROP00207,Miami,House,,2,1,1080,1990,0,3/30/2025,AGT0118,For Rent,,0,0,1,0.48,93
PROP00208,Los Angeles,House,134436,3,4,1095,1986,1,10/28/2023,AGT0105,For Rent,,3,0,1,0.42,168
PROP00209,Chicago,Condo,364632,2,2,945,1975,1,5/20/2024,AGT0153,For Rent,200,0,1,1,0.71,206
PROP00210,Chicago,Apartment,447449,3,1,1099,1969,1,5/29/2024,AGT0179,For Rent,100,3,1,1,0.29,42
PROP00211,Los Angeles,Condo,207376,1,0,1526,1962,0,2/10/2024,AGT0018,For Sale,300,0,0,0,0.54,276
PROP00212,Chicago,House,273821,5,2,1402,2005,0,10/20/2024,AGT0004,For Sale,200,1,0,0,0.2,235
PROP00213,Los Angeles,Apartment,240064,1,1,2023,1997,0,10/30/2024,AGT0173,For Sale,,1,1,1,-0.06,41
PROP00214,San Francisco,House,423543,3,2,1667,1989,1,8/29/2024,AGT0151,For Rent,0,1,0,1,0.33,204
PROP00215,Los Angeles,Condo,309502,3,0,1993,2009,0,11/18/2023,AGT0153,For Sale,200,0,0,1,0.55,22
PROP00216,Los Angeles,Apartment,472832,2,4,2192,2015,0,10/11/2023,AGT0158,For Rent,100,2,1,0,-0.08,172
PROP00217,Chicago,Condo,341375,2,3,1882,1966,0,8/15/2024,AGT0117,For Rent,,0,0,0,0.47,33
PROP00218,Chicago,House,324245,3,1,1072,1987,0,11/23/2023,AGT0113,For Sale,200,3,0,1,0.35,5
PROP00219,New York,House,306820,4,4,1410,1980,0,9/13/2024,AGT0174,For Sale,200,0,0,0,0.26,267
PROP00220,New York,House,381799,3,1,2066,1982,0,6/8/2025,AGT0156,For Rent,0,3,1,1,0.18,194
PROP00221,San Francisco,Apartment,126231,0,1,2237,2019,1,5/20/2025,AGT0038,For Rent,200,3,1,1,0.23,132
PROP00222,New York,Condo,308534,2,3,1605,1964,1,11/13/2023,AGT0034,For Rent,,2,0,1,0.25,246
PROP00223,Los Angeles,Condo,292995,1,1,2517,1974,0,9/27/2024,AGT0081,For Sale,300,2,0,0,0.2,228
PROP00224,Chicago,House,372541,1,4,1290,1999,0,12/7/2023,AGT0058,For Sale,100,1,0,1,0.1,100
PROP00225,New York,Condo,281229,3,2,1704,2020,0,3/17/2024,AGT0044,For Rent,100,3,0,1,0.59,11
